Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,class
1,1,1,9085,1,1,148.0,1,38,38,4,9,131.6,0,0,0,1,1,1,18,0,6,8,6,15.5,6,9,4,15.5,11.1,0.6,2.02,Dropout
1,1,3,9500,1,1,143.0,1,1,1,4,4,129.0,1,0,0,1,1,0,18,0,8,8,7,12.36571429,8,8,7,12.36571429,10.8,1.4,1.74,Graduate
1,17,1,9670,1,1,128.0,1,37,37,9,9,135.7,1,0,0,1,1,0,19,0,6,7,5,13.2,6,10,5,13.25,10.8,1.4,1.74,Enrolled
1,43,1,9070,1,1,100.0,1,37,37,9,9,108.0,1,0,0,1,1,0,34,0,12,12,7,11.42857143,12,12,7,11.85714286,7.6,2.6,0.32,Enrolled
1,1,1,9238,1,1,116.0,1,38,19,8,10,110.8,1,0,0,1,1,0,19,0,6,0,0,0.0,6,0,0,0.0,16.2,0.3,-0.92,Dropout
1,1,1,9773,1,1,128.0,1,1,19,4,4,124.5,0,0,0,1,1,1,19,0,6,10,4,14.0,6,9,6,12.33333333,9.4,-0.8,-3.12,Graduate
2,39,1,9003,1,1,120.0,1,2,2,1,4,100.0,0,0,0,1,1,0,30,0,12,12,3,12.0,12,16,5,11.8,15.5,2.8,-4.06,Dropout
1,43,1,9773,1,1,121.0,1,1,3,9,3,123.8,0,0,0,0,1,0,22,0,4,4,0,0.0,5,8,3,12.0,10.8,1.4,1.74,Dropout
1,17,1,9147,1,1,137.0,1,3,38,1,9,131.4,0,0,0,0,1,0,19,0,5,13,4,10.0,5,7,3,11.33333333,15.5,2.8,-4.06,Dropout
1,1,1,9147,1,1,115.0,1,38,1,9,8,118.5,0,0,0,1,1,0,21,0,5,9,1,10.0,5,10,1,10.0,7.6,2.6,0.32,Dropout
1,1,2,171,1,1,129.0,1,37,37,9,9,122.0,1,0,0,0,1,0,22,0,0,0,0,0.0,0,0,0,0.0,7.6,2.6,0.32,Dropout
1,1,1,9254,1,1,125.0,1,37,37,9,9,122.9,0,0,0,1,1,1,19,0,6,7,6,11.16666667,6,12,3,11.66666667,10.8,1.4,1.74,Enrolled
1,1,1,9238,1,1,125.0,1,19,38,7,7,118.7,0,0,0,1,1,0,20,0,6,12,4,11.75,6,13,3,11.33333333,15.5,2.8,-4.06,Enrolled
1,39,1,9003,1,19,133.1,1,3,1,2,8,100.0,1,0,0,1,1,0,35,0,6,13,3,11.75,6,10,0,0.0,13.9,-0.3,0.79,Dropout
1,16,2,9147,1,1,131.0,1,37,37,9,9,135.9,1,0,0,1,1,0,20,0,5,8,1,10.0,5,7,1,11.0,7.6,2.6,0.32,Dropout
1,1,1,9130,1,1,133.1,1,6,11,4,5,138.4,0,0,0,1,1,0,21,0,5,8,3,14.0,5,5,5,12.8,7.6,2.6,0.32,Graduate
1,39,1,9085,1,12,133.1,1,34,34,99,99,128.2,0,0,1,0,1,0,27,0,5,5,0,0.0,5,5,0,0.0,7.6,2.6,0.32,Dropout
1,43,1,9773,1,1,114.0,1,37,38,9,5,107.4,1,0,0,0,1,0,26,0,6,12,3,12.0,6,15,0,0.0,9.4,-0.8,-3.12,Dropout
1,17,1,9773,1,1,127.0,1,1,33,3,3,129.8,0,0,0,0,1,0,20,0,6,10,0,0.0,5,10,0,0.0,10.8,1.4,1.74,Dropout
1,39,1,9003,1,1,130.0,1,37,37,6,6,100.0,0,0,1,0,1,0,28,0,10,19,8,11.88888889,8,17,5,11.6,15.5,2.8,-4.06,Dropout
1,1,3,9773,1,1,121.0,1,19,38,9,7,113.0,1,0,0,1,1,0,19,0,6,6,6,13.83333333,6,6,6,13.66666667,11.1,0.6,2.02,Graduate
1,43,1,9991,0,1,120.0,1,37,19,9,9,107.0,0,0,0,0,1,0,47,0,5,5,0,0.0,5,5,0,0.0,12.7,3.7,-1.7,Dropout
4,39,1,9773,1,12,120.0,1,37,37,4,9,130.0,0,0,0,0,1,0,55,0,6,8,5,11.4,6,9,5,12.4,10.8,1.4,1.74,Dropout
1,43,1,9003,1,1,120.0,1,37,37,5,9,120.0,1,0,0,1,1,0,39,0,6,8,0,0.0,6,8,2,11.0,16.2,0.3,-0.92,Dropout
2,1,1,9003,1,1,120.0,1,37,37,9,9,120.5,1,0,1,1,1,0,35,0,17,17,14,10.64285714,12,12,12,10.66666667,15.5,2.8,-4.06,Dropout
1,39,1,9238,1,1,133.1,1,37,29,0,4,120.5,0,0,0,0,1,0,32,0,6,10,2,11.0,6,12,0,0.0,7.6,2.6,0.32,Dropout
1,1,4,9773,1,1,124.0,1,3,12,2,9,137.0,1,0,0,1,1,0,20,0,6,6,6,16.83333333,6,6,6,16.66666667,8.9,1.4,3.51,Graduate
1,39,1,9254,1,1,150.0,1,37,37,9,9,115.0,0,0,0,1,1,0,36,0,6,8,6,13.57142857,6,9,5,13.2,12.7,3.7,-1.7,Graduate
1,39,1,9991,0,19,133.1,1,38,19,9,10,142.7,0,0,1,1,1,1,34,0,5,11,5,14.71428571,5,14,5,14.375,16.2,0.3,-0.92,Graduate
1,1,1,9670,1,1,116.0,1,38,19,0,2,116.7,1,0,0,1,1,0,21,0,5,8,0,0.0,5,5,0,0.0,9.4,-0.8,-3.12,Dropout
1,43,1,9991,0,1,133.1,1,37,19,3,10,136.1,0,0,0,1,1,1,42,0,5,14,1,10.0,5,14,1,11.0,13.9,-0.3,0.79,Dropout
1,39,1,9003,1,19,133.1,1,37,19,9,7,134.3,0,0,0,1,1,0,25,0,6,15,1,11.0,6,13,4,11.75,12.4,0.5,1.79,Dropout
1,18,1,9773,1,1,167.0,1,38,38,6,7,153.0,1,0,0,1,1,1,18,0,6,6,1,11.0,6,0,0,0.0,8.9,1.4,3.51,Dropout
1,1,1,9773,1,1,140.0,1,19,38,9,9,132.0,0,0,0,1,1,1,18,0,6,6,5,12.0,6,6,6,12.83333333,12.7,3.7,-1.7,Graduate
1,1,2,9238,1,1,124.0,1,38,19,9,7,129.6,1,0,0,1,1,0,19,0,6,10,6,11.125,6,7,6,11.85714286,7.6,2.6,0.32,Graduate
1,43,1,9085,1,1,110.0,1,3,19,4,6,105.0,0,0,1,0,1,0,34,0,6,13,3,11.33333333,6,8,2,11.5,13.9,-0.3,0.79,Dropout
1,17,2,9773,1,1,150.0,1,1,1,4,5,130.8,0,0,0,1,1,0,20,0,6,15,2,12.0,6,12,0,0.0,10.8,1.4,1.74,Dropout
1,1,1,9500,1,1,123.0,1,37,37,7,7,119.7,0,0,0,1,1,0,20,0,7,8,0,0.0,7,7,0,0.0,13.9,-0.3,0.79,Dropout
1,17,1,9500,1,1,152.0,1,19,19,4,9,132.5,0,0,0,1,1,0,21,0,8,8,7,14.54,8,8,7,14.54,10.8,1.4,1.74,Graduate
1,44,1,9003,1,39,130.0,1,1,19,3,10,130.0,1,0,0,1,1,0,19,0,6,9,6,12.16666667,6,14,4,13.0,12.4,0.5,1.79,Graduate
1,39,1,9085,1,1,133.1,1,1,1,4,4,120.0,0,0,1,0,1,0,31,0,5,13,4,13.5,5,12,3,11.66666667,9.4,-0.8,-3.12,Dropout
1,17,1,9670,1,1,133.1,1,1,37,4,5,150.0,0,0,0,1,1,0,21,0,6,8,6,14.75,6,9,5,14.33333333,11.1,0.6,2.02,Graduate
1,1,1,9147,1,1,124.0,1,38,38,9,9,115.6,0,0,0,1,1,1,20,0,5,8,5,12.375,5,7,5,11.66666667,13.9,-0.3,0.79,Graduate
1,43,2,9500,1,6,119.1,1,1,19,4,10,119.1,0,0,0,1,1,0,22,0,7,7,6,12.73333333,7,7,6,12.73333333,7.6,2.6,0.32,Graduate
1,1,2,9070,1,1,128.0,1,19,19,3,3,123.5,1,1,0,0,1,0,19,0,6,9,4,12.5,6,6,0,0.0,9.4,-0.8,-3.12,Dropout
1,39,1,9130,1,1,133.1,1,1,1,90,1,120.0,1,0,1,0,1,0,41,0,5,5,0,0.0,5,5,0,0.0,12.7,3.7,-1.7,Dropout
1,43,1,9500,1,19,133.1,1,34,34,0,0,110.0,1,0,0,1,1,0,27,0,7,7,0,0.0,7,7,0,0.0,7.6,2.6,0.32,Dropout
1,17,1,9500,1,1,145.0,1,1,1,4,10,131.4,0,0,0,1,0,0,19,0,7,7,7,13.44285714,8,8,7,13.77142857,13.9,-0.3,0.79,Dropout
1,18,2,9500,1,1,141.0,24,1,1,4,3,126.8,1,0,0,1,0,1,20,1,8,8,8,14.2,8,8,8,14.2,9.4,-0.8,-3.12,Graduate
1,43,4,9500,1,6,118.9,1,38,37,5,9,118.9,1,0,0,1,0,1,19,0,7,7,6,13.55,7,7,6,13.55,7.6,2.6,0.32,Graduate
2,39,1,9991,0,1,160.0,1,37,37,9,9,160.0,0,0,0,1,0,0,35,0,5,5,5,11.6,5,6,5,11.16666667,15.5,2.8,-4.06,Graduate
1,17,5,9773,1,1,111.0,1,19,12,7,3,115.9,1,0,0,1,0,0,22,0,6,7,6,13.57142857,6,7,6,15.28571429,13.9,-0.3,0.79,Graduate
1,1,2,9254,1,1,111.0,1,1,19,5,7,109.3,1,0,0,1,0,1,20,0,6,6,6,13.83333333,6,6,6,15.0,11.1,0.6,2.02,Graduate
1,1,1,9670,1,1,123.0,1,37,38,9,9,113.9,1,0,1,0,0,0,18,0,6,7,4,11.25,6,9,4,10.85714286,10.8,1.4,1.74,Dropout
1,1,1,9238,1,1,133.0,1,37,37,9,9,121.8,1,0,0,1,0,1,18,0,6,7,5,10.2,6,9,4,11.25,12.4,0.5,1.79,Graduate
1,7,1,9500,1,3,140.0,1,1,37,9,5,140.0,0,0,0,1,0,0,30,0,8,8,7,15.67571429,8,8,7,15.67571429,10.8,1.4,1.74,Graduate
1,18,1,9238,1,1,122.0,1,38,38,9,7,114.7,0,0,1,1,0,1,18,0,6,9,6,10.83333333,6,8,6,12.0,11.1,0.6,2.02,Graduate
1,1,1,9254,1,1,128.0,1,19,19,7,8,120.0,1,0,0,1,0,1,20,0,6,6,6,14.5,6,7,5,15.0,12.4,0.5,1.79,Enrolled
1,1,1,9238,1,1,108.0,1,19,38,9,9,107.3,0,1,0,1,0,1,19,0,6,12,4,10.4,6,11,4,10.75,12.4,0.5,1.79,Enrolled
1,17,1,9085,1,1,139.0,1,38,38,5,3,136.2,0,0,0,1,0,0,19,0,5,7,5,13.0,5,7,5,13.33333333,7.6,2.6,0.32,Graduate
1,1,2,9556,1,1,130.0,1,1,38,3,8,119.5,1,0,0,1,0,1,21,0,7,7,7,12.24285714,8,8,8,14.125,15.5,2.8,-4.06,Graduate
1,18,1,9853,1,1,133.1,1,1,19,141,182,106.0,1,0,1,1,0,0,21,0,7,7,7,13.0,7,8,6,12.5,8.9,1.4,3.51,Enrolled
1,1,4,9670,1,1,130.0,1,1,1,9,9,124.1,1,0,0,1,0,0,18,0,6,6,6,14.16666667,6,7,6,13.42857143,8.9,1.4,3.51,Enrolled
1,1,3,9147,1,1,143.0,1,1,1,5,7,133.2,1,0,0,1,0,1,18,0,5,11,4,14.25,5,7,4,12.5,12.7,3.7,-1.7,Graduate
4,39,1,9085,1,1,110.0,1,37,37,90,90,110.0,0,0,0,0,0,0,35,0,5,14,1,12.0,5,11,2,10.5,9.4,-0.8,-3.12,Dropout
1,1,6,9500,1,1,120.0,41,1,1,9,6,114.8,1,0,0,1,0,0,21,1,7,11,4,13.25,7,9,5,13.82,11.1,0.6,2.02,Enrolled
1,1,1,9500,1,1,140.0,1,38,37,9,7,130.0,1,0,0,1,1,1,18,0,7,7,6,13.18333333,7,7,6,13.18333333,7.6,2.6,0.32,Graduate
1,17,5,9070,1,1,125.0,1,19,1,5,5,122.6,1,0,0,1,1,0,22,0,6,6,1,11.0,6,6,0,0.0,9.4,-0.8,-3.12,Enrolled
1,17,1,9500,1,1,134.0,1,38,1,9,6,133.5,1,0,0,1,1,1,20,0,7,8,7,11.9725,8,8,8,12.65125,15.5,2.8,-4.06,Graduate
2,39,1,9254,1,1,130.0,1,37,37,4,7,120.0,1,0,0,1,0,0,34,0,6,7,5,12.4,6,8,5,12.8,9.4,-0.8,-3.12,Graduate
2,7,1,9147,1,3,120.0,1,37,37,9,9,120.0,0,0,0,1,0,0,33,0,8,9,5,12.6,7,13,5,11.25,10.8,1.4,1.74,Enrolled
1,1,3,9500,1,1,142.0,1,37,38,9,9,137.3,1,0,0,1,0,1,22,0,7,7,6,13.9,7,7,6,13.9,7.6,2.6,0.32,Graduate
1,17,3,9254,1,1,127.0,1,37,37,9,6,123.5,1,0,0,1,0,1,20,0,6,11,4,11.5,6,12,3,11.0,7.6,2.6,0.32,Enrolled
2,39,1,9147,1,1,140.0,1,37,37,6,10,131.8,0,0,0,1,0,0,35,0,5,6,4,14.2,5,10,4,11.85714286,10.8,1.4,1.74,Enrolled
2,39,1,9147,1,1,140.0,1,38,37,4,7,130.0,1,0,0,0,0,0,39,0,5,12,3,10.66666667,5,15,3,10.66666667,9.4,-0.8,-3.12,Dropout
1,18,6,9500,1,1,142.0,1,38,37,9,5,128.0,1,0,0,0,0,0,19,0,7,14,0,0.0,8,0,0,0.0,11.1,0.6,2.02,Dropout
4,39,1,9254,1,1,120.0,1,37,37,9,8,95.0,0,0,0,1,0,1,36,0,6,10,6,11.0,6,14,3,11.33333333,10.8,1.4,1.74,Graduate
1,1,2,9500,1,1,124.0,1,37,37,9,9,116.0,1,0,0,1,0,1,21,0,8,8,7,13.95714286,8,8,7,13.95714286,12.7,3.7,-1.7,Graduate
1,1,1,9238,1,1,157.0,1,3,38,1,5,136.7,1,0,0,1,0,0,22,0,6,11,4,12.5,6,13,3,13.66666667,9.4,-0.8,-3.12,Enrolled
2,39,1,9238,1,1,126.6,1,38,38,9,7,107.5,0,0,1,1,0,1,42,0,6,8,6,13.33333333,6,7,6,15.28571429,11.1,0.6,2.02,Graduate
1,39,1,9119,1,1,110.0,1,37,37,90,90,108.4,1,0,0,1,0,0,34,0,5,5,0,0.0,5,6,0,0.0,10.8,1.4,1.74,Dropout
1,17,1,9773,1,1,144.0,1,19,19,4,4,130.7,1,0,0,1,0,0,20,0,6,9,6,11.66666667,6,8,5,11.6,7.6,2.6,0.32,Enrolled
2,44,1,8014,0,39,160.0,1,37,19,9,10,155.9,0,0,0,1,0,0,33,0,6,7,6,15.71428571,6,7,6,15.5,13.9,-0.3,0.79,Graduate
1,1,4,9254,1,1,105.0,1,1,19,9,6,106.1,1,0,0,1,0,0,20,0,6,8,5,11.0,6,9,5,11.4,13.9,-0.3,0.79,Graduate
1,1,2,9670,1,1,130.0,1,26,30,0,5,128.6,1,0,1,1,0,0,19,0,5,8,4,12.25,5,7,4,12.75,7.6,2.6,0.32,Graduate
2,43,1,9991,0,3,140.0,1,37,19,9,4,140.0,0,0,1,1,0,0,34,0,10,25,5,12.2,9,18,8,12.22222222,16.2,0.3,-0.92,Dropout
1,1,1,9147,1,1,138.0,1,37,37,9,6,145.0,1,0,0,1,0,0,18,0,5,6,5,13.0,5,5,5,14.0,7.6,2.6,0.32,Graduate
1,17,1,8014,0,1,120.0,1,38,37,6,6,113.0,0,0,0,1,0,1,24,0,6,11,4,12.0,6,7,6,13.0,10.8,1.4,1.74,Graduate
1,1,1,9853,1,1,135.0,1,19,12,9,7,137.1,1,0,0,1,0,0,18,0,6,6,6,13.33333333,6,7,6,12.33333333,7.6,2.6,0.32,Graduate
1,1,1,9670,1,1,119.0,1,37,37,10,6,119.7,1,0,0,1,0,0,20,0,5,6,3,13.0,5,7,3,13.0,7.6,2.6,0.32,Enrolled
1,17,1,9500,1,1,121.0,1,1,1,4,3,120.5,1,0,0,1,0,0,21,0,8,8,7,12.91,8,8,7,12.91,10.8,1.4,1.74,Graduate
1,1,5,9238,1,1,126.0,1,38,1,9,5,125.7,1,0,0,1,0,1,19,0,6,8,6,11.0,6,13,3,11.0,9.4,-0.8,-3.12,Graduate
1,17,4,9500,1,1,132.0,1,38,19,5,7,125.5,0,0,0,1,0,1,19,0,7,8,6,13.58,8,8,8,12.93625,15.5,2.8,-4.06,Graduate
1,1,1,9238,1,1,128.0,1,19,19,5,5,124.5,1,0,0,1,0,1,18,0,6,10,4,12.4,6,8,6,12.5,12.4,0.5,1.79,Graduate
4,39,1,8014,0,1,160.0,1,37,37,5,5,126.0,0,0,0,1,0,1,38,0,9,13,8,12.88888889,7,9,7,13.0,13.9,-0.3,0.79,Graduate
1,1,1,171,1,1,125.0,1,19,19,5,4,136.2,1,0,1,1,1,0,21,0,12,12,11,11.54545455,11,18,9,11.7,8.9,1.4,3.51,Enrolled
1,43,1,9147,1,1,127.0,25,1,5,9,10,124.2,1,0,0,1,1,0,23,1,5,6,1,10.0,5,5,0,0.0,15.5,2.8,-4.06,Enrolled
1,17,5,9500,1,1,147.0,1,19,1,4,3,138.5,1,0,0,1,0,0,19,0,8,8,8,14.34125,8,8,8,14.34125,9.4,-0.8,-3.12,Graduate
1,1,2,9773,1,1,130.0,1,38,37,5,3,122.3,1,0,1,0,0,0,18,0,6,8,6,14.14285714,6,6,5,12.0,13.9,-0.3,0.79,Dropout
1,1,6,171,1,1,134.0,1,19,37,5,5,126.0,1,0,0,1,0,1,18,0,0,0,0,0.0,0,0,0,0.0,9.4,-0.8,-3.12,Graduate
1,39,1,9003,1,1,140.0,1,19,19,9,6,135.4,1,0,0,1,0,0,24,0,6,10,5,11.8,6,13,4,11.25,12.4,0.5,1.79,Enrolled
1,1,1,9773,1,1,151.0,2,1,1,5,9,146.5,0,0,0,1,0,1,18,1,6,6,6,13.33333333,6,6,6,14.16666667,12.7,3.7,-1.7,Graduate
1,1,1,9130,1,1,132.0,1,3,1,4,9,121.9,1,0,0,1,0,0,18,0,6,8,6,14.5,6,9,6,12.85714286,13.9,-0.3,0.79,Graduate
1,7,1,9991,0,40,130.0,1,19,19,7,3,130.0,0,0,0,1,0,0,26,0,10,13,8,12.66666667,10,12,10,13.4,11.1,0.6,2.02,Graduate
1,1,1,9147,1,1,126.0,1,19,19,9,9,115.2,0,0,1,1,0,0,19,0,5,13,1,10.0,5,8,2,10.0,12.4,0.5,1.79,Enrolled
1,18,3,9670,1,1,119.0,1,38,38,9,9,115.2,1,0,0,1,0,1,19,0,6,10,0,0.0,6,6,0,0.0,12.7,3.7,-1.7,Dropout
1,1,1,9254,1,1,123.0,1,38,37,5,5,125.1,0,0,0,1,0,0,19,0,6,12,4,11.0,6,6,4,12.5,16.2,0.3,-0.92,Enrolled
1,1,1,9130,1,1,106.0,1,37,37,9,9,108.0,1,0,1,1,0,0,20,0,5,10,2,12.0,5,9,4,11.0,9.4,-0.8,-3.12,Dropout
1,1,3,9254,1,1,121.0,1,19,19,9,9,125.9,1,0,0,1,0,0,22,0,6,10,4,10.0,6,12,2,13.5,9.4,-0.8,-3.12,Enrolled
1,1,2,9500,1,1,138.0,1,19,1,5,5,128.0,1,0,0,1,0,0,19,0,7,7,7,14.20857143,8,9,8,15.12777778,11.1,0.6,2.02,Graduate
1,1,5,9500,1,1,118.0,1,3,1,5,10,113.5,1,0,0,1,0,0,20,0,7,7,7,14.30714286,8,8,8,15.0125,12.4,0.5,1.79,Graduate
2,39,1,9147,1,1,120.0,1,37,37,5,5,124.6,0,0,0,1,0,0,36,0,5,8,3,11.0,5,12,4,13.375,10.8,1.4,1.74,Enrolled
1,39,1,9853,1,19,133.1,1,19,4,9,4,116.0,1,0,0,1,0,0,29,0,7,14,0,0.0,6,6,0,0.0,11.1,0.6,2.02,Dropout
1,17,3,9238,1,1,141.0,1,3,3,2,2,124.9,1,0,0,1,0,0,19,0,6,10,6,12.0,6,12,4,11.0,12.7,3.7,-1.7,Graduate
5,39,1,9147,1,1,180.0,1,1,1,4,8,140.5,0,0,1,0,0,0,24,0,5,0,0,0.0,5,0,0,0.0,13.9,-0.3,0.79,Dropout
5,39,1,9003,1,1,180.0,1,1,1,4,8,179.6,0,0,1,0,0,0,27,0,6,6,0,0.0,6,7,0,0.0,8.9,1.4,3.51,Dropout
1,17,1,9773,1,1,115.0,1,37,37,9,8,116.1,1,0,0,1,0,1,18,0,6,7,6,13.85714286,6,7,6,14.28571429,13.9,-0.3,0.79,Graduate
1,17,2,171,1,1,142.0,1,3,1,2,6,139.4,1,0,0,1,0,1,18,0,0,0,0,0.0,0,0,0,0.0,15.5,2.8,-4.06,Graduate
1,17,4,9556,1,1,135.0,1,38,37,3,7,129.0,1,0,0,1,0,0,21,0,7,0,0,0.0,7,0,0,0.0,12.7,3.7,-1.7,Dropout
2,39,1,9670,1,1,150.0,1,37,19,9,4,135.6,0,0,0,1,0,1,43,0,6,8,5,11.0,6,9,5,13.0,12.4,0.5,1.79,Graduate
1,43,1,9147,1,1,153.0,1,1,19,9,10,147.8,0,0,0,1,0,1,18,0,5,9,5,13.2,5,13,5,14.4,16.2,0.3,-0.92,Graduate
1,18,1,9085,1,1,153.0,1,37,37,9,9,138.0,1,0,0,1,0,1,21,0,6,7,6,13.5,6,6,3,15.33333333,8.9,1.4,3.51,Dropout
1,7,1,9147,1,3,150.0,1,6,27,1,7,150.0,0,0,0,1,0,0,26,0,5,5,0,0.0,5,0,0,0.0,9.4,-0.8,-3.12,Dropout
1,1,6,9500,1,1,144.0,1,1,19,9,4,130.8,1,0,0,1,0,1,19,0,8,8,7,14.21428571,8,8,7,14.21428571,12.7,3.7,-1.7,Graduate
1,1,1,9085,1,1,130.0,1,37,11,90,90,122.6,0,0,0,1,0,0,18,0,5,5,5,13.0,5,5,5,12.4,7.6,2.6,0.32,Graduate
1,1,1,9773,1,1,125.0,1,3,2,2,1,119.1,1,0,0,1,0,0,22,0,6,13,2,12.0,6,14,1,10.0,9.4,-0.8,-3.12,Dropout
1,39,1,9500,1,19,133.1,1,1,19,4,10,111.8,1,0,0,1,0,0,27,0,7,0,0,0.0,8,0,0,0.0,11.1,0.6,2.02,Dropout
1,1,3,9147,1,1,133.0,1,38,19,9,10,125.0,1,0,0,1,0,0,18,0,5,6,5,12.8,5,6,5,12.6,9.4,-0.8,-3.12,Graduate
1,17,1,9085,1,1,140.0,1,37,38,7,9,129.9,0,0,0,1,0,0,19,0,5,11,4,13.6,5,9,4,12.2,9.4,-0.8,-3.12,Graduate
1,17,4,9500,1,1,133.0,1,19,19,3,10,131.1,1,0,0,1,0,0,18,0,7,7,7,13.97142857,8,8,8,15.75,13.9,-0.3,0.79,Graduate
1,1,1,9085,1,1,154.0,1,38,37,4,4,141.4,0,0,0,1,0,1,19,0,6,8,6,15.0,6,9,6,14.85714286,11.1,0.6,2.02,Graduate
1,39,1,9085,1,1,133.1,1,37,37,9,9,120.0,0,0,0,0,0,0,32,0,6,0,0,0.0,6,0,0,0.0,11.1,0.6,2.02,Dropout
1,42,1,9500,1,1,168.0,1,37,1,9,4,133.4,1,0,0,1,0,0,23,0,26,27,26,15.07777778,17,17,17,15.02352941,15.5,2.8,-4.06,Graduate
1,17,3,9500,1,1,132.0,1,37,37,4,3,127.3,1,0,0,1,0,0,20,0,7,7,6,13.38333333,7,7,6,13.38333333,7.6,2.6,0.32,Graduate
1,1,1,171,1,1,133.1,1,19,38,5,5,131.8,1,0,1,1,0,0,20,0,12,12,12,13.25,11,16,10,13.09090909,8.9,1.4,3.51,Graduate
1,17,1,9238,1,1,120.0,1,19,19,4,5,114.8,1,0,1,0,0,0,19,0,6,10,5,11.71428571,6,13,2,10.66666667,16.2,0.3,-0.92,Dropout
1,1,3,9500,1,1,150.0,1,19,19,5,5,132.8,1,0,0,1,0,1,18,0,8,8,8,13.01125,8,8,8,13.01125,9.4,-0.8,-3.12,Graduate
1,44,1,9003,1,39,140.0,1,19,19,9,4,140.0,0,0,0,1,0,0,21,0,6,12,3,10.66666667,6,12,4,12.0,15.5,2.8,-4.06,Dropout
1,1,1,9500,1,1,103.0,1,1,19,9,9,108.3,0,0,0,1,0,1,20,0,7,14,0,0.0,7,15,0,0.0,11.1,0.6,2.02,Enrolled
1,44,1,9085,1,39,150.0,1,3,19,2,4,150.0,1,0,0,1,0,0,22,0,6,9,6,13.0,6,18,3,12.66666667,12.4,0.5,1.79,Graduate
1,44,1,9991,0,39,160.0,1,37,37,9,9,160.0,0,0,0,1,0,0,26,0,5,5,5,12.0,5,7,5,11.4,12.7,3.7,-1.7,Graduate
1,1,1,9070,1,1,131.0,1,37,37,3,3,131.7,1,0,0,1,0,0,20,0,6,6,6,12.16666667,6,7,5,13.8,12.7,3.7,-1.7,Graduate
1,1,1,9500,1,1,114.0,1,19,38,5,3,112.6,1,0,0,1,0,0,19,0,7,10,6,11.85,8,10,7,13.65,16.2,0.3,-0.92,Graduate
1,39,1,9991,0,1,120.0,1,37,37,9,9,111.1,0,0,0,1,0,0,31,0,5,8,4,11.0,5,6,5,11.2,7.6,2.6,0.32,Graduate
1,43,3,9500,1,1,140.0,1,1,19,9,7,127.5,1,0,1,1,0,1,20,0,7,9,7,12.32777778,8,10,8,11.736,15.5,2.8,-4.06,Graduate
1,43,1,9085,1,1,130.0,1,19,38,7,7,120.2,1,0,0,1,0,0,20,0,5,9,4,12.0,5,10,5,13.42857143,10.8,1.4,1.74,Graduate
1,17,4,9500,1,1,121.0,1,37,37,5,5,118.9,1,0,0,1,0,0,21,0,7,7,7,14.42857143,8,9,8,14.51111111,16.2,0.3,-0.92,Graduate
1,1,4,9500,1,1,130.0,1,19,19,9,7,119.9,1,0,0,1,0,0,18,0,7,7,7,13.78,8,8,8,12.6125,12.4,0.5,1.79,Graduate
1,17,2,9500,1,1,141.0,1,37,1,9,4,127.3,1,0,0,1,0,1,19,0,7,7,6,13.8,7,7,6,13.8,7.6,2.6,0.32,Graduate
1,1,1,9853,1,1,131.0,1,19,19,3,7,127.9,1,0,0,1,0,1,18,0,7,7,7,14.85714286,7,7,7,15.14285714,13.9,-0.3,0.79,Graduate
4,39,1,9773,1,38,133.1,1,19,19,7,9,133.0,0,0,0,1,0,0,40,0,6,8,5,13.0,6,7,5,12.6,16.2,0.3,-0.92,Enrolled
1,17,6,9238,1,1,117.0,1,1,38,4,7,114.6,0,0,0,1,0,1,18,0,6,7,6,12.14285714,6,6,6,13.33333333,13.9,-0.3,0.79,Graduate
1,1,2,9085,1,1,151.0,1,40,4,2,2,144.5,1,0,0,1,0,0,18,0,6,7,6,15.66666667,6,6,6,14.83333333,8.9,1.4,3.51,Graduate
1,17,1,9500,1,1,131.0,1,1,19,4,3,125.4,1,0,0,1,0,0,19,0,7,13,5,12.5,8,14,7,12.16666667,15.5,2.8,-4.06,Graduate
1,17,1,9238,1,1,145.0,1,38,38,9,7,145.0,0,0,0,1,0,1,19,0,6,7,6,12.83333333,6,6,6,13.16666667,12.4,0.5,1.79,Graduate
1,39,1,9003,1,1,135.0,1,38,38,9,6,138.1,0,0,1,0,0,0,28,0,6,6,0,0.0,6,7,0,0.0,8.9,1.4,3.51,Dropout
1,17,1,9070,1,1,119.0,1,37,38,9,8,124.6,1,0,0,1,0,0,20,0,6,6,6,12.5,6,6,6,12.66666667,7.6,2.6,0.32,Graduate
1,1,2,9773,1,1,122.0,1,37,37,9,9,130.8,1,0,0,1,0,0,18,0,6,14,4,11.25,6,9,5,13.0,9.4,-0.8,-3.12,Graduate
1,1,2,9500,1,1,155.0,1,1,1,4,3,140.5,1,0,0,1,0,0,18,0,7,7,6,15.25,7,7,6,15.25,7.6,2.6,0.32,Graduate
